source_id,phot_g_mean_mag,solution_id,nss_solution_type,ra,dec,parallax,parallax_error,bp_rp,period,period_error,t_periastron,t_periastron_error,eccentricity,eccentricity_error,arg_periastron,arg_periastron_error,center_of_mass_velocity,center_of_mass_velocity_error,semi_amplitude_primary,semi_amplitude_primary_error,inclination,inclination_error,rv_n_obs_primary,rv_n_good_obs_primary,efficiency,significance,goodness_of_fit,conf_spectro_period,flags
1871922536328528768,11.912854194641113,4338096422163308546,SB1,,,2.085460662258004,0.01801019348204136,0.679286003112793,104.77311628548381,0.5725544095039368,24.77628850095493,15.041353225708008,0.08733189986521,0.0773925632238388,122.23590817295846,52.24464797973633,-22.233943336783017,0.5086222887039185,9.034810280286901,0.8212333917617798,,,25,25,0.39582058787345886,11.001513481140137,0.2689453363418579,1.0,0
1872270875355492608,10.845076560974121,4338096422163308546,SB1,,,1.4095652889258203,0.010895345360040665,0.8386106491088867,4.211137215905589,0.00019691641500685364,-2.0806432246397177,0.1657506376504898,0.049341078758854164,0.0137863140553236,314.63692140252346,14.156710624694824,-18.488479902364553,0.43375155329704285,44.17347774781685,0.5547024011611938,,,22,20,0.3181084394454956,79.63455200195312,2.95949649810791,1.0,0
5927046420309592704,11.117270469665527,4338096422163308546,SB1,,,0.8411879060655967,0.03477128967642784,1.4292974472045898,711.4277291571468,6.175204277038574,26.98559355941368,8.649248123168945,0.19962658040952116,0.02000156231224537,77.5601440118584,4.443592071533203,8.587533966798123,0.17647530138492584,14.152285806038556,0.27255359292030334,,,16,16,0.53788822889328,51.92477798461914,1.0264376401901245,0.9990000128746033,0
6871287043210582016,12.11759090423584,4338096422163308546,SB1,,,2.2542843950392593,0.01422528363764286,0.9149551391601562,13.029816428548337,0.019468113780021667,-2.387119261469087,1.2353771924972534,0.19198613700105813,0.10422377288341522,108.13309286143556,36.19086456298828,-28.02243364503722,1.2077851295471191,10.081574624794957,0.9586580991744995,,,18,18,0.31025218963623047,10.516340255737305,0.7333179116249084,0.9959999918937683,0
6871356484242027392,12.028812408447266,4338096422163308546,SB1,,,0.8918433431940067,0.02540886029601097,1.411203384399414,239.08318890988986,1.0170084238052368,-30.98138305995052,11.157362937927246,0.13751710744468523,0.03680006042122841,245.8744884487833,16.30516242980957,3.084154163984967,0.293040931224823,10.529328688943243,0.4136636555194855,,,18,18,0.42631766200065613,25.453840255737305,2.1402547359466553,1.0,0
6872028320208813952,11.13676643371582,4338096422163308546,SB1,,,3.9682137764423113,0.029789991676807404,1.0710391998291016,10.663132827543008,0.0011935613583773375,-1.8672879782195793,0.30179503560066223,0.18895023422125332,0.03657468780875206,31.38121410934538,11.85964584350586,0.2675281050681997,0.673656165599823,26.502806399697583,1.3572205305099487,,,12,12,0.3381160497665405,19.527265548706055,0.5551236867904663,0.9819999933242798,8192
6872658714027575040,12.142515182495117,4338096422163308546,SB1,,,0.19653154890253385,0.016875211149454117,1.833322525024414,533.9381768404563,6.926916122436523,106.65681568302494,37.963592529296875,0.12379798454805471,0.05002081021666527,246.95934154452527,27.13550567626953,29.3797110257322,0.3230782747268677,7.772648636473483,0.45373132824897766,,,18,18,0.37051916122436523,17.130508422851562,0.03204839676618576,1.0,0
6873075433231613056,12.94349193572998,4338096422163308546,SB1,,,0.3211260613701158,0.02017768658697605,1.4663219451904297,86.81402243323792,1.0200653076171875,23.600023173584557,5.022423267364502,0.3009923150786152,0.20378455519676208,219.08024355741537,25.83020782470703,62.23600386922114,1.4526817798614502,10.316752753739973,1.9906880855560303,,,17,17,0.36377447843551636,5.182506084442139,-1.1871038675308228,0.9869999885559082,8192
6873550181737434880,12.299330711364746,4338096422163308546,SB1,,,1.1387904734298244,0.027092793956398964,1.1467514038085938,459.99283663753323,5.443981170654297,37.5828674477368,12.209437370300293,0.39087622994658017,0.05929621681571007,287.59515952913847,11.012703895568848,36.35690059945777,0.5507818460464478,13.124540207256603,0.877579391002655,,,20,20,0.5530754923820496,14.955387115478516,1.1429316997528076,0.9940000176429749,0
6028474920537692672,13.401569366455078,4338096422163308546,SB1,,,0.12941235836717102,0.019660966470837593,2.0369157791137695,281.5117774739744,6.869246482849121,-81.8940877159329,23.63237762451172,0.33177710103623287,0.15054456889629364,276.4971074085839,39.559139251708984,-7.600862252057843,0.9941987991333008,9.07930074967412,1.5904066562652588,,,23,23,0.27752619981765747,5.708791732788086,-0.885342538356781,0.9990000128746033,0
6658220793760769792,9.304144859313965,4338096422163308546,SB1,,,0.8731331382303364,0.026443930342793465,1.409226417541504,737.0618141671358,6.37798547744751,-282.63577502392206,34.97467041015625,0.05425871075812299,0.03795329108834267,49.81631757487629,16.637413024902344,110.24446590930292,0.08566180616617203,7.150303482340155,0.13814431428909302,,,18,18,0.30114051699638367,51.759666442871094,0.8558475375175476,1.0,0
6658428601460047104,12.738536834716797,4338096422163308546,SB1,,,2.807037249864837,0.018562227487564087,0.9251270294189453,71.13042699006303,0.15441468358039856,25.881821702353697,0.794296145439148,0.5974242803730595,0.09465640038251877,212.3472441560574,12.287802696228027,-16.48448449610625,1.916418194770813,22.61329249414629,2.790220260620117,,,20,20,0.3604862689971924,8.104482650756836,0.24882186949253082,1.0,0
6658605073073098240,11.695099830627441,4338096422163308546,SB1,,,2.9135238896442197,0.013842388987541199,0.8100786209106445,2.094542750953509,0.00012477562995627522,-0.25539601159354475,0.1247866302728653,0.23406115696326016,0.07119959592819214,167.590790915547,22.222368240356445,-24.38190777000155,0.8087383508682251,13.622672505467708,1.1516444683074951,,,17,17,0.47432923316955566,11.828886985778809,0.05701666325330734,0.9909999966621399,0
6658763265308826496,11.185898780822754,4338096422163308546,SB1,,,0.7092330059613573,0.027139868587255478,1.158432960510254,670.5864636690031,16.44772720336914,-184.73635882604825,97.2933578491211,0.10406213657403138,0.047897547483444214,216.37008475872418,51.60245132446289,-40.14486143997428,0.29655665159225464,6.246336004516242,0.4446044862270355,,,15,15,0.2963644564151764,14.04919719696045,2.1896650791168213,0.9959999918937683,0
