source_id,nss_solution_type,period,period_error,eccentricity,eccentricity_error,goodness_of_fit,significance,semi_amplitude_primary,semi_amplitude_primary_error,semi_amplitude_secondary,semi_amplitude_secondary_error,t_periastron,arg_periastron,center_of_mass_velocity,center_of_mass_velocity_error,m1,m2,fluxratio,ra,dec,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,bp_rp
3556900054064198912,SB2,33.26149073491137,0.008960799,0.46482575002940735,0.011737209,0.19069359,33.56889,44.83348225924096,1.3355665,47.521722814670845,1.5472984,-16.488109078686062,352.6670841605299,27.32004877577972,0.35090944,1.1952136,1.127602,,162.66447248128236,-17.088379170270386,4.722344521207834,0.025704436,183.7171,1.8871245,9.69033,0.67087364
2132875128494654336,SB2,2.1393918361773845,3.186522e-05,0.24005718464485035,0.013040414,12.03805,59.4643,115.6786995732444,1.9453471,102.91372396568183,1.10476,0.6861348530444767,301.50537832184506,-23.787303519597284,0.6598501,2.6172388,2.9418705,,287.13897949558185,50.36391536737867,4.658741755309237,0.028494362,163.49696,0.98701495,6.908719,-0.053431034
6591574171318785664,SB2,0.6256483432613004,9.455706e-07,0.39661109609511297,0.0047974605,44.727173,136.03099,88.05964954235816,0.6473499,84.89127299974494,0.656189,-0.07489281043829923,88.37573860710108,0.8738736762949826,0.27944764,2.4835656,2.5762591,,326.23687217868667,-33.02620089292468,15.334646486948524,0.14166352,108.24696,0.964428,4.3158436,-0.040712833
1317192669262053888,SB2,8.171217971348073,0.00015572882,0.3493689795793162,0.0040829075,19.68352,150.69417,62.64835620055641,0.4157318,70.62459736934603,0.41017297,-3.612599677132486,24.554929948861012,-39.95468490099278,0.16251826,1.5046233,1.3346933,,241.94151865490517,29.17838606963618,3.273846541550517,0.031669326,103.37594,2.201881,9.406117,0.66624165
5988003688559983744,SB2,2.7822739583709324,0.00015300597,0.020606389203776537,0.02459579,2.8764186,38.458023,104.78340932380429,2.7246177,102.68550294138973,3.1569397,1.3009354165577869,11.271497115414888,19.679646218011968,1.5450943,1.4231664,1.4522421,,237.82015771884306,-45.84760387065863,2.150155507306739,0.020752026,103.61184,1.0017096,10.96659,0.67912865
5041464948853779456,SB2,8.430977914546732,0.00055196,0.06063450816084248,0.016068699,8.791197,46.671013,66.94566591930545,1.4344164,66.6532308545131,1.3850051,2.966156325601558,213.48351401987156,-17.02594271837111,0.63526064,1.4596282,1.4660323,,20.428086364973836,-23.20049756594401,1.7644493014721183,0.013280673,132.85843,0.9047253,10.793278,0.7360077
4280968661852253696,SB2,11.339190474184553,0.000771927,0.192113828128266,0.013945941,6.7245507,45.178173,52.04681904349559,1.1520345,53.25187710421257,1.1628182,5.463941090899539,359.41479686746163,-15.644908689852686,0.39272514,1.3697652,1.3387681,,283.49734466128757,3.326907678042787,2.9970812434124117,0.020379659,147.06238,1.1465285,10.341325,0.75355816
5871178963218893952,SB2,1.2732214512291635,1.0406461e-05,0.3351374234112626,0.016278042,13.648091,32.666233,73.10143195233971,2.2378285,76.17954771890577,1.6361661,-0.21683116138745012,325.86049284402884,-7.232641495794597,1.4015735,1.7754834,1.703743,,211.6896712201952,-57.5383679849682,1.2927785051121974,0.016352342,79.05769,0.84158564,11.036085,0.5502081
6068542056272117760,SB2,1.3460318713203825,6.4771584e-06,0.5380539046522016,0.0043212143,27.652817,137.19975,108.36928186609829,0.789865,107.28276581695256,0.82962704,0.3160916343174779,265.8198733832285,-14.235753084722996,0.29376522,1.3782544,1.3922126,,200.2257404329395,-52.00951669871486,2.6621677685347875,0.040504005,65.726036,2.3044736,10.544133,0.6004782
1105415700278645888,SB2,0.9470383989968854,3.7398352e-06,0.015058416317115228,0.007090223,17.54265,118.125496,97.2478343666475,0.82325864,103.91982364745697,0.83803314,-0.46391195713364536,2.586323458061235,-9.814144769182873,0.4552929,1.0527576,0.98516715,,92.01976158079474,68.08327230433802,4.936136648029386,0.017747598,278.12982,1.2778213,10.042668,0.7769947
