source_id,ra,dec,parallax,significance,period,ruwe,a_thiele_innes,b_thiele_innes,phot_g_mean_mag,bp_rp,wobble_amplitude
413578038919144576,16.716283570643682,57.3725865711096,1.35045792470389,40.144154,440.53524125344484,2.227352,0.4544986481552828,-0.2530513172387921,13.511001,0.948308,0.5201961075702771
413741831792913280,17.898542353114514,58.36128378975064,1.0558944369677807,13.45463,937.9709186729111,3.513339,-0.37436433550075526,-0.5165653377457734,13.754626,0.9769993,0.6379564278658276
413715031195752320,17.452020819714154,58.28684063666886,1.3481053483585876,8.778471,698.0980148519965,2.645514,-0.3880163309308606,-0.12582975478935796,13.231883,0.9715462,0.407909058810168
413774645341018368,20.110906719397693,57.651724650458895,1.7531743688590347,13.570692,489.95347944136404,1.5139034,-0.1591838224522813,-0.5216484965647039,15.212133,1.3672714,0.5453958592607165
413792581124314240,19.917826105861845,57.82562044691527,1.1739877596872044,16.223326,463.6033090502585,1.5699463,0.21693518364386685,-0.25879364952174244,12.878054,0.8868294,0.3376907267536091
4054468579358889216,262.54411687916445,-33.29326230044913,3.054810018105966,42.679226,571.0014744868297,6.6855726,-0.5352215367310906,-1.4489924416060926,13.770323,1.6127815,1.5446815818194946
574475519636926720,51.982045214953494,85.95655462168712,0.7624093843403572,23.333847,500.21962047724537,2.0069442,-0.15642091819348075,-0.42848970540715103,10.225121,2.33562,0.456147926980271
574487919205548544,52.93372367182288,86.21960408445506,1.067302528160815,18.922422,440.11107582638056,1.5133861,-0.13085175240642863,-0.15572639721850354,13.081074,0.873785,0.2034032740603957
574653022045036544,44.05838460703321,86.035413890483,1.568136722285118,21.196798,607.652711176836,1.6170412,-0.28916890915968363,0.2166221788905205,14.180053,1.2677574,0.3613084920284576
575568262395509376,24.00375531652806,87.02640120661678,3.018201642736591,45.945675,271.14753924631066,3.335611,0.22416710098032144,-0.5758724336475665,13.372577,1.0837355,0.6179643590022749
576284869099107840,22.831772556087024,88.56116908484589,1.8433578030894453,62.87569,548.6817887377413,5.0660014,-0.39594063063920815,-0.8152077373040325,13.341556,1.1457262,0.9062740413094343
576397706481154176,29.14623196249052,89.17648045030134,6.108666544856096,16.605747,95.62754613764947,3.391328,0.7981462578086618,0.993330280424804,13.401242,1.6843987,1.2742615488441886
576666365273523968,136.09954866629442,1.3136621113524933,0.8915447742886969,25.074265,760.527943904225,3.310247,-0.7239984114753063,0.19443701328502422,13.006857,0.76830006,0.7496528876446535
577353628760711168,136.13641346961256,2.3344928859301373,3.384322135556668,16.71185,287.84434660568087,2.2971556,-0.35099115228231365,0.009273593703559325,13.446856,1.1541958,0.35111364046508503
580084025369502336,136.68742151337514,5.019197001141656,3.0208015604091605,60.99042,430.7571848014226,6.0792575,-1.0385085966485326,-0.6619751529338942,13.767306,1.1753654,1.2315482972318856
581243048064342656,132.74942195079754,4.059796557791071,1.330306138745596,26.982244,278.16424065911684,2.3889399,-0.37328332303419853,0.019221370649967123,13.4993725,0.7817688,0.3737778756763397
582990648781592192,131.8016780228812,5.99209721566578,0.7502304836696603,7.771769,713.9166329821193,1.9433933,-0.08329386239229417,0.27289974774601117,13.329095,0.5486355,0.2853281266052524
583284252746014976,135.25349056277182,5.578215670885774,1.4359478786523374,31.395435,703.6711161576687,2.3427722,0.44472982961071167,0.40802564084201237,13.562211,0.93937683,0.6035474670066203
584074153067167616,135.7700348497238,6.846216886839494,2.3768330847489367,9.114464,915.6774117240968,1.698891,-0.7499194342948654,-0.7302976704550075,14.7213335,1.2455797,1.046763509779139
587704568663062016,140.54948792627223,9.258992350050779,0.7522260028497859,16.144943,611.6266584285713,2.0970755,0.2704488107851364,-0.33586989406567774,13.260129,0.7164879,0.4312205294217613
4242086048053397376,299.1276157235371,3.8838358280404788,0.9229688665547697,14.243066,709.6836146549091,1.5340594,0.15107506933140943,0.3588984371736256,14.993853,0.9845762,0.3893992357197957
1956243052261087104,330.5234429576752,39.94271678743984,3.889863687244444,27.641865,268.62542539073326,2.4424524,-0.35632030324668457,-0.290492802920693,13.441241,1.2900305,0.45972842750316173
1956368156068332288,332.1384061913853,39.81823581432995,0.8708416272505813,38.860806,493.8739097149617,2.5312421,0.06808110016544394,0.5631581108383805,13.953276,0.78312874,0.5672584014387014
1957974160298748672,333.25452076420993,40.90747483479906,1.2328767281056996,45.86636,529.6597283050245,2.8272867,0.6909480290878388,0.2150385965001787,12.904332,0.70804405,0.7236371859468912
1958001858547384832,333.59381526600885,41.064949744546865,0.6113403029579277,18.20997,697.4995797475501,1.4007616,0.012801312714248447,0.23358748913499996,14.08545,0.82089806,0.23393800180304547
4056072285820538624,268.39959321343883,-31.180874614912366,1.0887208389600675,15.49392,908.5507707318903,1.56201,0.5668585524801224,0.3776956273563636,14.815351,1.1523399,0.6811626864736329
5923837633071043456,256.5872766079713,-53.54950858682589,2.555475187730707,20.83937,275.4483782588713,2.7856562,0.6154365735543915,0.05320165306122727,14.20962,1.262311,0.6177318123237763
1829870236665977600,301.57910219412287,21.4644844152354,0.5284265115487673,15.360757,595.1860176957601,2.0481656,-0.1463667945411944,0.029825146411933377,12.027242,0.63724136,0.14937462268657775
5241686119398766976,164.2825945176445,-62.663904976944174,1.118105645900662,21.168737,244.08323525585163,1.9631743,-0.12018881227926617,0.36144455184196667,13.887153,1.318347,0.3809035503291362
2007010321625595008,340.0181908582839,56.630171216792775,7.7130116149456205,24.867037,141.31077390900813,2.4357564,0.2707752840201759,-0.018869633468215696,11.99117,1.3452759,0.2714319758308364
1849752636689597440,325.12610465771206,30.48330732773626,1.3102211061936835,19.315533,893.697081934874,1.5415754,0.9636743165130603,-0.10041641560660286,15.064301,1.2751846,0.9688919675743999
1849826372687980288,324.7882166449123,30.950801734789597,0.821429242454962,15.894879,820.5085073841045,1.6186363,-0.40662061100105007,-0.12514977107488948,13.546085,0.7889061,0.42544422253800146
1849832935398013568,324.8672507114406,31.030383160226755,1.5931275811854728,19.66088,491.4873628014281,2.1542604,-0.46340011308863494,-0.4095000116855483,14.248266,1.0162287,0.6184091884674935
